stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
26160,Edithvale Rail Replacement Bus Stop,-38.03770269,145.1084193,,vic:rail:EDI,1,Level 0,Replacement bus
26161,Elsternwick Rail Replacement Bus Stop,-37.88511257,145.0003083,,vic:rail:ELS,1,Level 0,Replacement bus
26162,Eltham Rail Replacement Bus Stop,-37.71319574,145.1482392,,vic:rail:ELT,1,Level 0,Replacement bus
26163,Epping Rail Replacement Bus Stop,-37.65235308,145.03078,,vic:rail:EPP,1,Level 0,Replacement bus
26164,Essendon Rail Replacement Bus Stop,-37.75624591,144.9167017,,vic:rail:ESD,1,Level 0,Replacement bus
26165,Fairfield Rail Replacement Bus Stop,-37.77893989,145.0176154,,vic:rail:FFD,1,Level 0,Replacement bus
26166,Fawkner Rail Replacement Bus Stop,-37.71464386,144.9623708,,vic:rail:FAK,1,Level 0,Replacement bus
26169,Flemington Bridge Rail Replacement Bus Stop,-37.78920481,144.9394073,,vic:rail:FBD,1,Level 0,Replacement bus
26170,Flinders Street Rail Replacement Bus Stop,-37.81798064,144.9659168,,vic:rail:FSS,1,Level 0,Replacement bus
26171,Footscray Rail Replacement Bus Stop,-37.80132924,144.901341,,vic:rail:FSY,1,Level 0,Replacement bus
26173,Gardenvale Rail Replacement Bus Stop,-37.89735205,145.0041166,,vic:rail:GVE,1,Level 0,Replacement bus
26174,Gardiner Rail Replacement Bus Stop,-37.85441857,145.0513519,,vic:rail:GAR,1,Level 0,Replacement bus
26175,Ginifer Rail Replacement Bus Stop,-37.76005122,144.8119502,,vic:rail:GIN,1,Level 0,Replacement bus
26176,Glen Iris Rail Replacement Bus Stop,-37.86043742,145.0572859,,vic:rail:GIR,1,Level 0,Replacement bus
26177,Glen Waverley Rail Replacement Bus Stop,-37.87997153,145.1631374,,vic:rail:GWY,1,Level 0,Replacement bus
26178,Glenbervie Rail Replacement Bus Stop,-37.74804693,144.9203705,,vic:rail:GBV,1,Level 0,Replacement bus
26179,Glenferrie Rail Replacement Bus Stop,-37.82269143,145.0358383,,vic:rail:GFE,1,Level 0,Replacement bus
26180,Glen Huntly Rail Replacement Bus Stop,-37.89052279,145.0450103,,vic:rail:GHY,1,Level 0,Replacement bus
26181,Glenroy Rail Replacement Bus Stop,-37.70435755,144.9157736,,vic:rail:GRY,1,Level 0,Replacement bus
26182,Gowrie Rail Replacement Bus Stop,-37.70052766,144.9600807,,vic:rail:GOW,1,Level 0,Replacement bus
26183,Greensborough Rail Replacement Bus Stop,-37.70335551,145.1068902,,vic:rail:GRN,1,Level 0,Replacement bus
26184,Hallam Rail Replacement Bus Stop,-38.01808761,145.2707141,,vic:rail:HLM,1,Level 0,Replacement bus
26185,Hampton Rail Replacement Bus Stop,-37.93859365,145.002239,,vic:rail:HAM,1,Level 0,Replacement bus
26188,Hawksburn Rail Replacement Bus Stop,-37.84529304,145.0036914,,vic:rail:HKN,1,Level 0,Replacement bus
26189,Hawkstowe Rail Replacement Bus Stop,-37.62340108,145.0968986,,vic:rail:HWS,1,Level 0,Replacement bus
26190,Hawthorn Rail Replacement Bus Stop,-37.8212822,145.0237879,,vic:rail:HAW,1,Level 0,Replacement bus
26193,Heidelberg Rail Replacement Bus Stop,-37.75723032,145.0614873,,vic:rail:HDB,1,Level 0,Replacement bus
26194,Heyington Rail Replacement Bus Stop,-37.83479035,145.0221435,,vic:rail:HEY,1,Level 0,Replacement bus
26195,Highett Rail Replacement Bus Stop,-37.9486705,145.0409207,,vic:rail:HIG,1,Level 0,Replacement bus
26196,Holmesglen Rail Replacement Bus Stop,-37.87496646,145.091557,,vic:rail:HOL,1,Level 0,Replacement bus
26197,Hoppers Crossing Rail Replacement Bus Stop,-37.88314544,144.7007202,,vic:rail:HCG,1,Level 0,Replacement bus
26198,Hughesdale Rail Replacement Bus Stop,-37.89441529,145.076692,,vic:rail:HUG,1,Level 0,Replacement bus
26199,Huntingdale Rail Replacement Bus Stop,-37.91106123,145.1034097,,vic:rail:HUN,1,Level 0,Replacement bus
26200,Hurstbridge Rail Replacement Bus Stop,-37.63952777,145.1922404,,vic:rail:HBE,1,Level 0,Replacement bus
26201,Ivanhoe Rail Replacement Bus Stop,-37.76897684,145.0448214,,vic:rail:IVA,1,Level 0,Replacement bus
26202,Jacana Rail Replacement Bus Stop,-37.694902,144.9161631,,vic:rail:JAC,1,Level 0,Replacement bus
26203,Jewell Rail Replacement Bus Stop,-37.77457458,144.9609195,,vic:rail:JWL,1,Level 0,Replacement bus
26204,Jolimont-MCG Rail Replacement Bus Stop,-37.81625044,144.9832084,,vic:rail:JLI,1,Level 0,Replacement bus
26205,Jordanville Rail Replacement Bus Stop,-37.87419049,145.1127346,,vic:rail:JOR,1,Level 0,Replacement bus
26207,Keilor Plains Rail Replacement Bus Stop,-37.73016763,144.7944946,,vic:rail:KPL,1,Level 0,Replacement bus
26208,Kensington Rail Replacement Bus Stop,-37.79418592,144.9310469,,vic:rail:KEN,1,Level 0,Replacement bus
26209,Keon Park Rail Replacement Bus Stop,-37.69358775,145.0117253,,vic:rail:KPK,1,Level 0,Replacement bus
26210,Kooyong Rail Replacement Bus Stop,-37.84389435,145.0319462,,vic:rail:KYG,1,Level 0,Replacement bus
26212,Lalor Rail Replacement Bus Stop,-37.66515237,145.0169283,,vic:rail:LAL,1,Level 0,Replacement bus
26213,Laverton Rail Replacement Bus Stop,-37.86436303,144.7717781,,vic:rail:LAV,1,Level 0,Replacement bus
26216,Lynbrook Rail Replacement Bus Stop,-38.05866999,145.2507593,,vic:rail:LBK,1,Level 0,Replacement bus
26217,Macaulay Rail Replacement Bus Stop,-37.79509296,144.9365181,,vic:rail:MAC,1,Level 0,Replacement bus
26218,Macleod Rail Replacement Bus Stop,-37.72611771,145.0695264,,vic:rail:MCD,1,Level 0,Replacement bus
26219,Malvern Rail Replacement Bus Stop,-37.8667753,145.0281774,,vic:rail:MAL,1,Level 0,Replacement bus
26220,McKinnon Rail Replacement Bus Stop,-37.91105525,145.0387341,,vic:rail:MCK,1,Level 0,Replacement bus
26222,Mentone Rail Replacement Bus Stop,-37.98158187,145.064365,,vic:rail:MEN,1,Level 0,Replacement bus
26223,Merinda Park Rail Replacement Bus Stop,-38.07958031,145.2643299,,vic:rail:MPK,1,Level 0,Replacement bus
26224,Merlynston Rail Replacement Bus Stop,-37.72201662,144.9634735,,vic:rail:MYN,1,Level 0,Replacement bus
26225,Mernda Rail Replacement Bus Stop,-37.6027459,145.1014237,,vic:rail:MDD,1,Level 0,Replacement bus
26226,Merri Rail Replacement Bus Stop,-37.77755912,144.992492,,vic:rail:MER,1,Level 0,Replacement bus
26227,Middle Brighton Rail Replacement Bus Stop,-37.91569529,144.996955,,vic:rail:MBN,1,Level 0,Replacement bus
26228,Middle Footscray Rail Replacement Bus Stop,-37.80295999,144.891232,,vic:rail:MFY,1,Level 0,Replacement bus
26229,Middle Gorge Rail Replacement Bus Stop,-37.64393552,145.0927252,,vic:rail:MMR,1,Level 0,Replacement bus
26231,Montmorency Rail Replacement Bus Stop,-37.71569587,145.1217099,,vic:rail:MMY,1,Level 0,Replacement bus
26232,Moonee Ponds Rail Replacement Bus Stop,-37.76553993,144.9194151,,vic:rail:MPD,1,Level 0,Replacement bus
26233,Moorabbin Rail Replacement Bus Stop,-37.93526534,145.0368506,,vic:rail:MRN,1,Level 0,Replacement bus
26235,Mordialloc Rail Replacement Bus Stop,-38.00583382,145.0875877,,vic:rail:MOR,1,Level 0,Replacement bus
26236,Moreland Rail Replacement Bus Stop,-37.75528404,144.9642641,,vic:rail:MLD,1,Level 0,Replacement bus
26238,Mount Waverley Rail Replacement Bus Stop,-37.87617271,145.1290784,,vic:rail:MWY,1,Level 0,Replacement bus
26239,Murrumbeena Rail Replacement Bus Stop,-37.88962316,145.0669237,,vic:rail:MRB,1,Level 0,Replacement bus
26240,Narre Warren Rail Replacement Bus Stop,-38.02694229,145.3032147,,vic:rail:NWA,1,Level 0,Replacement bus
26241,Newmarket Rail Replacement Bus Stop,-37.78789698,144.9280428,,vic:rail:NKT,1,Level 0,Replacement bus
26242,Newport Rail Replacement Bus Stop,-37.84249141,144.8825496,,vic:rail:NPT,1,Level 0,Replacement bus
26243,Noble Park Rail Replacement Bus Stop,-37.96632864,145.1762182,,vic:rail:NPK,1,Level 0,Replacement bus
26244,North Brighton Rail Replacement Bus Stop,-37.90566977,145.0014579,,vic:rail:NBN,1,Level 0,Replacement bus
26245,North Melbourne Rail Replacement Bus Stop,-37.80678123,144.9427011,,vic:rail:NME,1,Level 0,Replacement bus
26246,North Richmond Rail Replacement Bus Stop,-37.81041561,144.991398,,vic:rail:NRM,1,Level 0,Replacement bus
26248,Northcote Rail Replacement Bus Stop,-37.7690245,144.9961741,,vic:rail:NCE,1,Level 0,Replacement bus
26250,Oak Park Rail Replacement Bus Stop,-37.7178941,144.919898,,vic:rail:OKP,1,Level 0,Replacement bus
26251,Oakleigh Rail Replacement Bus Stop,-37.90046403,145.087862,,vic:rail:OAK,1,Level 0,Replacement bus
26252,Officer Rail Replacement Bus Stop,-38.06662459,145.4137469,,vic:rail:OFC,1,Level 0,Replacement bus
26253,Ormond Rail Replacement Bus Stop,-37.90402729,145.0398875,,vic:rail:OMD,1,Level 0,Replacement bus
26254,Pakenham Rail Replacement Bus Stop,-38.08006493,145.4850336,,vic:rail:PKM,1,Level 0,Replacement bus
26255,Parkdale Rail Replacement Bus Stop,-37.99318442,145.0767226,,vic:rail:PKD,1,Level 0,Replacement bus
26256,Parliament Rail Replacement Bus Stop,-37.81268753,144.9735705,,vic:rail:PAR,1,Level 0,Replacement bus
26257,Pascoe Vale Rail Replacement Bus Stop,-37.72966526,144.9281806,,vic:rail:PVL,1,Level 0,Replacement bus
26258,Patterson Rail Replacement Bus Stop,-37.92450567,145.0406521,,vic:rail:PAT,1,Level 0,Replacement bus
26259,Prahran Rail Replacement Bus Stop,-37.85138333,144.9892978,,vic:rail:PRA,1,Level 0,Replacement bus
26260,Preston Rail Replacement Bus Stop,-37.7376338,145.0013443,,vic:rail:PRE,1,Level 0,Replacement bus
26261,Regent Rail Replacement Bus Stop,-37.73064575,145.0032456,,vic:rail:REG,1,Level 0,Replacement bus
26262,Reservoir Rail Replacement Bus Stop,-37.7173815,145.0075838,,vic:rail:RES,1,Level 0,Replacement bus
26263,Richmond Rail Replacement Bus Stop,-37.82486644,144.9895747,,vic:rail:RMD,1,Level 0,Replacement bus
26266,Ripponlea Rail Replacement Bus Stop,-37.87716791,144.9978741,,vic:rail:RIP,1,Level 0,Replacement bus
26268,Rosanna Rail Replacement Bus Stop,-37.74324842,145.0667095,,vic:rail:ROS,1,Level 0,Replacement bus
26269,Roxburgh Park Rail Replacement Bus Stop,-37.63891666,144.9349201,,vic:rail:RXP,1,Level 0,Replacement bus
26270,Royal Park Rail Replacement Bus Stop,-37.78064464,144.950829,,vic:rail:RPK,1,Level 0,Replacement bus
26271,Rushall Rail Replacement Bus Stop,-37.78300395,144.9910049,,vic:rail:RUS,1,Level 0,Replacement bus
26272,Ruthven Rail Replacement Bus Stop,-37.70700921,145.0092114,,vic:rail:RUT,1,Level 0,Replacement bus
26273,Sandown Park Rail Replacement Bus Stop,-37.9568073,145.1625907,,vic:rail:SNP,1,Level 0,Replacement bus
26274,Sandringham Rail Replacement Bus Stop,-37.95021745,145.0042913,,vic:rail:SHM,1,Level 0,Replacement bus
26276,Seaholme Rail Replacement Bus Stop,-37.86764832,144.8387354,,vic:rail:SHE,1,Level 0,Replacement bus
26277,Seddon Rail Replacement Bus Stop,-37.80898396,144.8949907,,vic:rail:SEN,1,Level 0,Replacement bus
26279,South Kensington Rail Replacement Bus Stop,-37.79825583,144.9206212,,vic:rail:SKN,1,Level 0,Replacement bus
26280,South Morang Rail Replacement Bus Stop,-37.64929429,145.0670516,,vic:rail:SMG,1,Level 0,Replacement bus
26281,South Yarra Rail Replacement Bus Stop,-37.83911378,144.9921992,,vic:rail:SYR,1,Level 0,Replacement bus
26282,Southern Cross Rail Replacement Bus Stop,-37.81743698,144.9532653,,vic:rail:SSS,1,Level 0,Replacement bus
26283,Southland Rail Replacement Bus Stop,-37.95709729,145.0485615,,vic:rail:SOU,1,Level 0,Replacement bus
26284,Spotswood Rail Replacement Bus Stop,-37.82980812,144.8868434,,vic:rail:SPT,1,Level 0,Replacement bus
26285,Springvale Rail Replacement Bus Stop,-37.94994172,145.1534751,,vic:rail:SPG,1,Level 0,Replacement bus
26286,St Albans Rail Replacement Bus Stop,-37.74504345,144.8006352,,vic:rail:SAB,1,Level 0,Replacement bus
26288,Strathmore Rail Replacement Bus Stop,-37.74413233,144.9278454,,vic:rail:SME,1,Level 0,Replacement bus
26289,Sunbury Rail Replacement Bus Stop,-37.57902248,144.7284419,,vic:rail:SUY,1,Level 0,Replacement bus
26290,Sunshine Rail Replacement Bus Stop,-37.7890493,144.8328405,,vic:rail:SUN,1,Level 0,Replacement bus
26292,Syndal Rail Replacement Bus Stop,-37.87675408,145.1498924,,vic:rail:SYN,1,Level 0,Replacement bus
26294,Thomastown Rail Replacement Bus Stop,-37.68081669,145.0138012,,vic:rail:TSN,1,Level 0,Replacement bus
26295,Thornbury Rail Replacement Bus Stop,-37.75658946,145.0010272,,vic:rail:TBY,1,Level 0,Replacement bus
26296,Toorak Rail Replacement Bus Stop,-37.84961831,145.0121894,,vic:rail:TOR,1,Level 0,Replacement bus
26297,Tooronga Rail Replacement Bus Stop,-37.85065976,145.0426087,,vic:rail:TGA,1,Level 0,Replacement bus
26298,Tottenham Rail Replacement Bus Stop,-37.79953644,144.8627891,,vic:rail:TOT,1,Level 0,Replacement bus
26300,Upfield Rail Replacement Bus Stop,-37.66619995,144.9465098,,vic:rail:UFD,1,Level 0,Replacement bus
26303,Victoria Park Rail Replacement Bus Stop,-37.8004139,144.9930659,,vic:rail:VPK,1,Level 0,Replacement bus
26304,Watergardens Rail Replacement Bus Stop,-37.70072556,144.7743059,,vic:rail:WGS,1,Level 0,Replacement bus
26305,Watsonia Rail Replacement Bus Stop,-37.71091957,145.0842028,,vic:rail:WAT,1,Level 0,Replacement bus
26306,Wattle Glen Rail Replacement Bus Stop,-37.66365189,145.1827446,,vic:rail:WTT,1,Level 0,Replacement bus
26307,Werribee Rail Replacement Bus Stop,-37.89892435,144.6605069,,vic:rail:WER,1,Level 0,Replacement bus
26308,West Footscray Rail Replacement Bus Stop,-37.80231891,144.8841291,,vic:rail:WFY,1,Level 0,Replacement bus
26309,West Richmond Rail Replacement Bus Stop,-37.81517687,144.9905192,,vic:rail:WRM,1,Level 0,Replacement bus
26310,Westall Rail Replacement Bus Stop,-37.93786371,145.138473,,vic:rail:WTL,1,Level 0,Replacement bus
26311,Westgarth Rail Replacement Bus Stop,-37.78145081,144.999824,,vic:rail:WTG,1,Level 0,Replacement bus
26312,Westona Rail Replacement Bus Stop,-37.86444176,144.8124805,,vic:rail:WTO,1,Level 0,Replacement bus
26313,Williams Landing Rail Replacement Bus Stop,-37.86947592,144.7482864,,vic:rail:WLD,1,Level 0,Replacement bus
26317,Windsor Rail Replacement Bus Stop,-37.85633067,144.9924595,,vic:rail:WIN,1,Level 0,Replacement bus
26318,Yarraman Rail Replacement Bus Stop,-37.97793373,145.1918359,,vic:rail:YMN,1,Level 0,Replacement bus
26319,Yarraville Rail Replacement Bus Stop,-37.81618213,144.8893336,,vic:rail:YVE,1,Level 0,Replacement bus
26501,Cardinia Road Station,-38.07129736,145.4376313,,vic:rail:CDA,1,Level 0,1
26502,Cardinia Road Station,-38.07119856,145.4376562,,vic:rail:CDA,1,Level 0,2
26503,Coolaroo Station,-37.66153357,144.9260181,,vic:rail:CLO,1,Level 0,1
26504,Coolaroo Station,-37.66128878,144.9259342,,vic:rail:CLO,1,Level 0,2
26505,Diggers Rest Station,-37.62763267,144.7200962,,vic:rail:DRT,1,Level 0,1
26506,East Pakenham Station,-38.08430484,145.5064845,,vic:rail:EPH,1,Level 0,1
26507,East Pakenham Station,-38.0842422,145.50652,,vic:rail:EPH,1,Level 0,2
26508,Footscray Station,-37.80178019,144.9023731,,vic:rail:FSY,1,Level 0,5
26509,Footscray Station,-37.80179223,144.9025431,,vic:rail:FSY,1,Level 0,6
26510,Frankston Station,-38.14263048,145.1262171,,vic:rail:FKN,1,Level 0,3
26511,Hawkstowe Station,-37.622896,145.0974327,,vic:rail:HWS,1,Level 1,1
26512,Hawkstowe Station,-37.62289454,145.0973421,,vic:rail:HWS,1,Level 1,2
26513,Laverton Station,-37.86371549,144.7727979,,vic:rail:LAV,1,Level 0,3
26514,Lynbrook Station,-38.05718735,145.2492332,,vic:rail:LBK,1,Level 0,1
26515,Lynbrook Station,-38.05713534,145.2493712,,vic:rail:LBK,1,Level 0,2
26516,Merinda Park Station,-38.07934701,145.2637882,,vic:rail:MPK,1,Level 0,2
26517,Mernda Station,-37.60231503,145.1009702,,vic:rail:MDD,1,Level 1,1
26518,Mernda Station,-37.60230511,145.1009138,,vic:rail:MDD,1,Level 1,2
26519,Middle Gorge Station,-37.64380519,145.0924679,,vic:rail:MMR,1,Level 0,1
26520,Middle Gorge Station,-37.64382965,145.0923086,,vic:rail:MMR,1,Level 1,2
26521,Montmorency Station,-37.7152211,145.1213248,,vic:rail:MMY,1,Level 0,2
26522,South Morang Station,-37.64907911,145.0676692,,vic:rail:SMG,1,Level -1,1
26523,South Morang Station,-37.64901587,145.0676595,,vic:rail:SMG,1,Level -1,2
26527,Southland Station,-37.95912748,145.049259,,vic:rail:SOU,1,Level 0,1
26528,Southland Station,-37.95894751,145.0492751,,vic:rail:SOU,1,Level 0,2
26529,Sunbury Station,-37.57944346,144.7278403,,vic:rail:SUY,1,Level 0,1
26530,Sunshine Station,-37.78827451,144.8328518,,vic:rail:SUN,1,Level 0,1
26531,Sunshine Station,-37.78833609,144.8327705,,vic:rail:SUN,1,Level 0,2
26534,Thomastown Station,-37.68031068,145.0142569,,vic:rail:TSN,1,Level 0,2
26535,Union Station,-37.82247773,145.1013738,,vic:rail:UNN,1,Level 0,1
26536,Union Station,-37.82245015,145.1013404,,vic:rail:UNN,1,Level 0,2
26537,Union Station,-37.8223678,145.101263,,vic:rail:UNN,1,Level 0,3
26538,West Footscray Station,-37.80171183,144.8829425,,vic:rail:WFY,1,Level 0,3
26539,Westall Station,-37.93749095,145.1376972,,vic:rail:WTL,1,Level 0,3
26540,Williams Landing Station,-37.87023584,144.7465581,,vic:rail:WLD,1,Level 0,1
26541,Williams Landing Station,-37.87028174,144.7466022,,vic:rail:WLD,1,Level 0,2
3236,Bittern Station,-38.33714729,145.1780441,,vic:rail:BIT,1,Level 0,1
3580,Hastings Station,-38.30555944,145.1859824,,vic:rail:HST,1,Level 0,1
40218,Roxburgh Park Station,-37.63798939,144.9354897,,vic:rail:RXP,1,Level 0,1
40219,Roxburgh Park Station,-37.63802423,144.9354207,,vic:rail:RXP,1,Level 0,2
4318,Tyabb Station,-38.25974029,145.1862311,,vic:rail:TAB,1,Level 0,1
5082,Somerville Station,-38.22543328,145.1763226,,vic:rail:SVE,1,Level 0,1
5701,Baxter Station,-38.19405207,145.1605259,,vic:rail:BXR,1,Level 0,1
5804,Gardiner Station,-37.85279825,145.0509172,,vic:rail:GAR,1,Level 0,2
5966,Glen Iris Station,-37.85924349,145.0581129,,vic:rail:GIR,1,Level 0,1
615,Crib Point Station,-38.36577547,145.2036857,,vic:rail:CPT,1,Level 0,1
7878,Leawarra Station,-38.15206211,145.1396017,,vic:rail:LWA,1,Level 0,1
8266,Glen Iris Station,-37.85919938,145.0581709,,vic:rail:GIR,1,Level 0,2
8272,Darling Station,-37.86894634,145.0628602,,vic:rail:DLG,1,Level 0,1
8691,Darling Station,-37.86892119,145.0629745,,vic:rail:DLG,1,Level 0,2
8705,East Malvern Station,-37.87688031,145.0691101,,vic:rail:EMV,1,Level 0,1
8718,East Malvern Station,-37.87684727,145.0692928,,vic:rail:EMV,1,Level 0,2
8763,Holmesglen Station,-37.87461617,145.089963,,vic:rail:HOL,1,Level 0,1
8766,Holmesglen Station,-37.87456231,145.0899758,,vic:rail:HOL,1,Level 0,2
88,Stony Point Station,-38.37405575,145.2213382,,vic:rail:STY,1,Level 0,1
vic:rail:ACF,Aircraft Railway Station,-37.86660595,144.7608094,1,,1,,
vic:rail:ALB,Albion Railway Station,-37.77765281,144.8247036,1,,1,,
vic:rail:ALM,Alamein Railway Station,-37.86832039,145.0796557,1,,1,,
vic:rail:ALP,Alphington Railway Station,-37.77839363,145.0312549,1,,1,,
vic:rail:ALT,Altona Railway Station,-37.8671476,144.8296447,1,,1,,
vic:rail:ARM,Armadale Railway Station,-37.85645238,145.0193255,1,,1,,
vic:rail:ASH,Ashburton Railway Station,-37.86196753,145.0813438,1,,1,,
vic:rail:ASP,Aspendale Railway Station,-38.02722019,145.1021496,1,,1,,
vic:rail:ASV,Ascot Vale Railway Station,-37.77530609,144.9218207,1,,1,,
vic:rail:ASY,Anstey Railway Station,-37.76124203,144.960684,1,,1,,
vic:rail:AUB,Auburn Railway Station,-37.82239831,145.0458437,1,,1,,
vic:rail:BAT,Batman Railway Station,-37.73352285,144.9628406,1,,1,,
vic:rail:BAY,Bayswater Railway Station,-37.84173004,145.2681364,1,,1,,
vic:rail:BBH,Brighton Beach Railway Station,-37.92648432,144.9891536,1,,1,,
vic:rail:BBN,Blackburn Railway Station,-37.82007075,145.1500135,1,,1,,
vic:rail:BCV,Balaclava Railway Station,-37.86948773,144.9935121,1,,1,,
vic:rail:BEG,Belgrave Railway Station,-37.9091021,145.3552913,1,,1,,
vic:rail:BEL,Bell Railway Station,-37.74556212,145.000155,1,,1,,
vic:rail:BEL_BR1,Bike & Ride,-37.74613901,145.0001622,3,vic:rail:BEL,,Level 0,
vic:rail:BEL_CN1,Concourse,-37.74594237,145.0002583,3,vic:rail:BEL,,Level 0,
vic:rail:BEL_EN1,Bell St,-37.7457536,145.0002861,2,vic:rail:BEL,1,Level 0,
vic:rail:BEL_EN2,Railway Pl,-37.74612214,145.0002308,2,vic:rail:BEL,1,Level 0,
vic:rail:BEL_PR1,Park & Ride,-37.74687841,145.0001877,3,vic:rail:BEL,,Level 0,
vic:rail:BEN,Bentleigh Railway Station,-37.91742457,145.0369951,1,,1,,
vic:rail:BEW,Berwick Railway Station,-38.03998037,145.3454167,1,,1,,
vic:rail:BFD,Beaconsfield Railway Station,-38.05083135,145.3660737,1,,1,,
vic:rail:BIT,Bittern Railway Station,-38.33739032,145.1780265,1,,1,,
vic:rail:BLY,Burnley Railway Station,-37.82756022,145.0075552,1,,1,,
vic:rail:BMS,Broadmeadows Railway Station,-37.68304926,144.9196132,1,,1,,
vic:rail:BON,Bonbeach Railway Station,-38.06547485,145.1201058,1,,1,,
vic:rail:BOR,Boronia Railway Station,-37.86040238,145.2847046,1,,1,,
vic:rail:BOX,Box Hill Railway Station,-37.81922165,145.1214289,1,,1,,
vic:rail:BWD,Burwood Railway Station,-37.85156328,145.0805111,1,,1,,
vic:rail:BWK,Brunswick Railway Station,-37.76772055,144.9595865,1,,1,,
vic:rail:BXR,Baxter Railway Station,-38.19404306,145.1605261,1,,1,,
vic:rail:CAM,Camberwell Railway Station,-37.82656714,145.0586972,1,,1,,
vic:rail:CAR,Carrum Railway Station,-38.07653027,145.1228096,1,,1,,
vic:rail:CBE,Cranbourne Railway Station,-38.09953731,145.280599,1,,1,,
vic:rail:CBY,Canterbury Railway Station,-37.82448518,145.0812242,1,,1,,
vic:rail:CDA,Cardinia Road Railway Station,-38.07129047,145.437791,1,,1,,
vic:rail:CDN,Croydon Railway Station,-37.79530018,145.2804874,1,,1,,
vic:rail:CFD,Caulfield Railway Station,-37.87745946,145.0425248,1,,1,,
vic:rail:CGB,Craigieburn Railway Station,-37.6019248,144.943306,1,,1,,
vic:rail:CHL,Clifton Hill Railway Station,-37.78865745,144.9954167,1,,1,,
vic:rail:CHL_BR1,Bike & Ride,-37.78862432,144.9955879,3,vic:rail:CHL,,Level 0,
vic:rail:CHL_DP1,Ramp,-37.78814003,144.9957259,3,vic:rail:CHL,,Level -1,
vic:rail:CHL_DP2,Underpass,-37.78810586,144.9953067,3,vic:rail:CHL,,Level -1,
vic:rail:CHL_DP3,Ramp,-37.78805406,144.9949107,3,vic:rail:CHL,,Level -1,
vic:rail:CHL_EN1,John St,-37.78849918,144.9956481,2,vic:rail:CHL,1,Level 0,
vic:rail:CHL_EN2,Hoddle St,-37.78860913,144.995225,2,vic:rail:CHL,1,Level 0,
vic:rail:CHL_EN3,Hoddle St,-37.78877108,144.9952092,2,vic:rail:CHL,1,Level 0,
vic:rail:CHL_PR1,Park & Ride 1,-37.78928973,144.9955018,3,vic:rail:CHL,,Level 0,
vic:rail:CHL_PR2,Park & Ride 2,-37.7878512,144.9956997,3,vic:rail:CHL,,Level 0,
vic:rail:CHM,Chatham Railway Station,-37.82429952,145.0886479,1,,1,,
vic:rail:CLA,Clayton Railway Station,-37.92468255,145.1205344,1,,1,,
vic:rail:CLO,Coolaroo Railway Station,-37.66111042,144.9260412,1,,1,,
vic:rail:CNE,Carnegie Railway Station,-37.88624148,145.0585751,1,,1,,
vic:rail:COB,Coburg Railway Station,-37.74234502,144.9633363,1,,1,,
vic:rail:CPT,Crib Point Railway Station,-38.36612338,145.2040433,1,,1,,
vic:rail:CSA,Chelsea Railway Station,-38.05329032,145.1166795,1,,1,,
vic:rail:CTM,Cheltenham Railway Station,-37.96664989,145.0545579,1,,1,,
vic:rail:CWD,Collingwood Railway Station,-37.80452593,144.9937497,1,,1,,
vic:rail:CWD_DP1,Decision Point 1,-37.80479732,144.9938105,3,vic:rail:CWD,,Level 1,
vic:rail:CWD_DP2,Decision Point 2,-37.80482008,144.99356,3,vic:rail:CWD,,Level 1,
vic:rail:CWD_EN1,Stanton St,-37.8042678,144.9939384,2,vic:rail:CWD,1,Level 0,
vic:rail:CWD_EN2,Gipps St,-37.80477988,144.993845,2,vic:rail:CWD,1,Level 0,
vic:rail:CWD_EN3,Gipps St,-37.80504914,144.9937809,2,vic:rail:CWD,1,Level 0,
vic:rail:CWD_EN4,Stanton St,-37.80425338,144.9936208,2,vic:rail:CWD,1,Level 0,
vic:rail:CWD_EN5,Gipps St,-37.80473882,144.9935508,2,vic:rail:CWD,1,Level 0,
vic:rail:CWD_EN6,Gipps St,-37.80496363,144.993522,2,vic:rail:CWD,1,Level 0,
vic:rail:CWD_PR1,Park & Ride,-37.80471103,144.9935061,3,vic:rail:CWD,,Level 0,
vic:rail:CXT,Croxton Railway Station,-37.764101,144.9970562,1,,1,,
vic:rail:CXT_EN1,Stott St,-37.76392625,144.9973788,2,vic:rail:CXT,1,Level 0,
vic:rail:CXT_EN2,Stott St,-37.76443834,144.9972855,2,vic:rail:CXT,1,Level 0,
vic:rail:CXT_EN3,Spencer St,-37.76376212,144.9967361,2,vic:rail:CXT,1,Level 0,
vic:rail:CXT_EN4,Spencer St,-37.76402277,144.996695,2,vic:rail:CXT,1,Level 0,
vic:rail:CXT_EN5,Railway Parade,-37.76471848,144.9968011,2,vic:rail:CXT,1,Level 0,
vic:rail:CXT_EN6,Stott St,-37.76407707,144.9972385,2,vic:rail:CXT,1,Level 1,
vic:rail:CXT_EN7,Spencer St,-37.76404406,144.9968875,2,vic:rail:CXT,1,Level 1,
vic:rail:DBN,Darebin Railway Station,-37.77496341,145.038476,1,,1,,
vic:rail:DCK,Diamond Creek Railway Station,-37.67337905,145.1585382,1,,1,,
vic:rail:DEN,Dennis Railway Station,-37.77918729,145.0082416,1,,1,,
vic:rail:DLG,Darling Railway Station,-37.86895684,145.0629508,1,,1,,
vic:rail:DNG,Dandenong Railway Station,-37.98996792,145.2097254,1,,1,,
